52 10 3
0100101010	011
0110110001	011
0100001011	010
0001110001	001
1001111000	101
1100010000	110
1001111001	101
1010100000	101
1010010001	100
0110011010	010
0001100011	001
1011001010	100
1111100111	111
0010010111	000
0000001110	000
0101011110	010
0001110010	001
1111000110	110
0011001011	000
1100101110	111
1011100100	101
0001010001	000
0111001001	010
1111110110	111
1110001010	110
0001010011	000
0001000111	000
0000001011	000
1001001000	100
0110111110	011
0111001101	010
1011011100	100
1100011000	110
0101000100	010
0011011011	000
1100111100	111
0011110100	001
1100110111	111
0111001110	010
1001101010	101
0000111011	001
1100110011	111
0100111110	011
0101011010	010
1011000111	100
0110001110	010
1001011011	100
1001011010	100
1111101111	111
0001001010	000
0001111010	001
1101100111	111